sentiment,text,positive,negative
neg,"never having seen the first two films in the series , i can't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",4,4
pos,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,4,3
pos,"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .",3,1
neg,it appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,2,2
pos,director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .,4,4
neg,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,2,3
neg,"a silly , self-indulgent film about a silly , self-indulgent filmmaker .",0,3
pos,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .",5,7
neg,"finally coming down off of miramax's deep shelves after a couple of aborted attempts , waking up in reno makes a strong case for letting sleeping dogs lie .",4,6
neg,we haven't seen such hilarity since say it isn't so !,1,1
pos,"there's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm .",7,1
neg,just a bunch of good actors flailing around in a caper that's neither original nor terribly funny .,5,1
pos,an absurdist spider web .,0,1
neg,"it's the kind of movie that ends up festooning u . s . art house screens for no reason other than the fact that it's in french ( well , mostly ) with english subtitles and is magically 'significant' because of that .",6,1
pos,"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",9,1
pos,"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",10,0
neg,"the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy .",4,1
neg,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be .,2,4
pos, . . . spellbinding fun and deliciously exploitative .,3,1
neg,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .",6,3
pos,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",4,5
neg,"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families .",3,3
pos,escapism in its purest form .,2,0
neg,it made me realize that we really haven't had a good cheesy b-movie playing in theaters since . . . well . . . since last week's reign of fire .,6,2
neg,"resident evil isn't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",1,3
pos,intimate and panoramic .,2,0
neg,one of the oddest and most inexplicable sequels in movie history .,0,1
pos,"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",5,4
pos,a literary detective story is still a detective story and aficionados of the whodunit won't be disappointed .,3,1
neg,earnest falls short of its ideal predecessor largely due to parker's ill-advised meddling with the timeless source material .,6,5
neg,"i could just feel the screenwriter at every moment 'tap , tap , tap , tap , tapping away' on this screenplay .",0,5
neg,you get the impression that writer and director burr steers knows the territory . . . but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,7,4
neg,murder and mayhem of this sort quickly becomes monotonous .,1,4
neg,has a customarily jovial air but a deficit of flim-flam inventiveness .,3,1
neg,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life .",4,4
neg,while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy .,4,2
neg,"so clichéd that , at one point , they literally upset an apple cart .",1,1
neg,"you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down .",4,3
pos,"lejos del paraíso es al mismo tiempo una fiesta para los ojos y oídos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios .",1,1
pos,topics that could make a sailor blush - but lots of laughs .,2,1
pos,"she may not be real , but the laughs are .",2,0
pos,"drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst .",4,5
neg,not a stereotype is omitted nor a cliché left unsaid .,1,3
neg,"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies !",2,3
neg,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",4,3
pos,"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",4,1
pos,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger .",7,0
pos,"you just know something terrible is going to happen . but when it does , you're entirely unprepared .",1,3
pos,"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating .",5,3
neg,"there seems to be no clear path as to where the story's going , or how long it's going to take to get there .",3,0
pos,astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment .,7,0
